,Company,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,OpSys,Weight,Price_euros
982,10,15.6,8,0,4,3.6,6.0,18,0,6,2.2,549.0
983,5,15.6,0,1,41,2.3,4.0,18,2,6,2.3,649.0
984,16,14.0,0,1,41,2.3,4.0,11,2,6,1.75,915.0
985,4,15.6,0,1,46,2.5,4.0,11,0,6,2.25,599.0
986,7,15.6,8,1,46,2.5,8.0,15,2,6,2.04,806.0
987,10,15.6,15,1,66,2.8,8.0,20,3,6,2.5,1189.0
988,4,15.6,0,1,62,2.7,8.0,15,0,6,2.36,749.0
989,4,14.0,8,1,46,2.5,8.0,10,2,6,1.6,1119.0
990,7,12.5,8,1,29,1.2,8.0,27,2,6,0.97,1908.0
991,7,15.6,8,1,36,2.0,4.0,20,0,6,2.1,499.0
992,10,15.6,0,1,22,1.1,4.0,10,2,0,1.9,270.62
993,10,15.6,8,1,41,2.3,8.0,18,2,6,2.3,1349.0
994,4,13.3,7,1,46,2.5,8.0,18,2,6,1.68,889.0
995,2,13.3,32,1,46,2.5,8.0,18,2,6,1.4,1150.0
996,7,13.3,13,1,62,2.7,8.0,18,2,6,1.11,1349.0
997,0,15.6,0,1,87,1.1,4.0,11,2,6,2.4,380.0
998,2,15.6,8,1,66,2.8,16.0,24,3,6,2.5,1799.0
999,7,14.0,8,1,62,2.7,8.0,27,2,6,1.48,2089.0
1000,0,15.6,15,1,66,2.8,8.0,20,3,6,2.7,1260.0
1001,7,13.3,15,1,46,2.5,8.0,18,2,6,1.34,1189.0
1002,4,15.6,0,1,38,2.4,4.0,10,2,6,2.18,547.0
1003,7,14.0,0,1,46,2.5,4.0,11,2,6,1.64,779.0
1004,16,13.3,8,1,41,2.3,4.0,10,2,6,1.2,1195.0
1005,7,14.0,0,1,44,2.4,4.0,18,2,6,1.48,1099.99
1006,7,14.0,8,1,46,2.5,4.0,18,2,6,1.95,1205.0
1007,7,14.0,8,1,57,2.6,8.0,18,2,4,1.43,1449.0
1008,7,14.0,8,1,46,2.5,8.0,18,3,6,1.64,1049.26
1009,7,14.0,0,1,38,2.4,4.0,11,2,6,1.64,684.0
1010,4,15.6,8,1,47,2.5,8.0,28,3,6,2.65,949.0
1011,7,12.5,8,1,46,2.5,4.0,11,2,6,1.26,1539.0
1012,7,14.0,8,1,46,2.5,4.0,18,2,6,1.48,1590.0
1013,7,14.0,8,1,55,2.5,8.0,18,2,6,1.54,1887.21
1014,7,13.3,0,1,38,2.4,4.0,11,2,6,1.49,800.0
1015,16,13.3,0,1,41,2.3,8.0,18,2,6,1.5,1210.0
1016,7,15.6,0,1,38,2.4,4.0,18,2,6,2.04,769.99
1017,10,17.3,12,1,60,2.7,16.0,27,3,4,2.4,2968.0
1018,16,14.0,15,1,41,2.3,8.0,18,2,6,1.47,1490.0
1019,7,14.0,8,1,55,2.5,8.0,18,2,6,1.43,2229.0
1020,4,15.6,13,1,37,2.3,4.0,15,2,6,2.08,795.99
1021,16,13.3,8,1,41,2.3,8.0,18,2,6,1.2,1590.0
1022,7,13.3,15,1,46,2.5,8.0,18,2,6,1.11,1149.0
1023,7,14.0,8,1,62,2.7,8.0,18,3,6,1.64,1185.43
1024,4,15.6,8,1,44,2.4,8.0,11,2,6,2.09,1046.44
1025,7,12.5,0,1,46,2.5,4.0,18,2,6,1.26,1559.0
1026,7,14.0,0,1,46,2.5,4.0,11,2,6,2.31,1189.0
1027,7,14.0,0,1,46,2.5,4.0,11,2,6,1.95,1060.0
1028,4,13.3,31,1,46,2.5,8.0,18,2,6,1.29,1624.0
1029,7,17.3,8,1,46,2.5,8.0,18,3,6,2.63,1080.0
1030,7,14.0,0,1,46,2.5,4.0,18,2,6,1.64,973.0
1031,0,15.6,0,0,11,3.0,6.0,15,0,6,2.1,409.0
1032,11,17.3,8,1,66,2.8,8.0,20,3,6,2.7,1191.8
1033,7,14.0,8,1,41,2.3,8.0,18,2,4,1.95,1195.0
1034,7,15.6,8,1,55,2.5,8.0,18,2,6,1.84,1228.99
1035,7,12.5,8,1,55,2.5,8.0,18,2,6,1.26,1349.0
1036,7,15.6,0,1,46,2.5,4.0,11,2,6,2.04,742.0
1037,16,14.0,15,1,57,2.6,8.0,18,2,6,1.47,1725.0
1038,4,15.6,8,1,44,2.4,8.0,18,2,4,2.09,1062.95
1039,7,14.0,8,1,46,2.5,8.0,18,2,6,1.64,1010.51
1040,10,15.6,13,1,55,2.5,4.0,18,2,6,1.8,847.0
1041,17,14.0,0,1,13,1.44,2.0,4,2,6,1.45,210.8
1042,16,15.6,15,1,55,2.5,16.0,18,3,6,2.4,1425.0
1043,10,15.6,8,1,41,2.3,8.0,18,2,6,2.3,1049.6
1044,7,14.0,8,1,41,2.3,4.0,11,2,6,1.54,1000.0
1045,7,15.6,8,1,44,2.4,8.0,21,2,6,1.84,2103.34
1046,7,14.0,8,1,41,2.3,8.0,18,2,4,1.43,1469.0
1047,11,17.3,15,1,59,2.7,16.0,24,3,6,3.78,1545.64
1048,10,17.3,15,1,58,2.6,16.0,20,3,6,4.6,2289.99
1049,2,11.6,0,1,21,1.6,4.0,2,2,3,1.2,287.9
1050,10,14.0,10,1,57,2.6,16.0,18,2,4,1.1,2620.0
1051,7,15.6,15,1,62,2.7,8.0,15,3,6,1.91,979.0
1052,4,15.6,13,1,46,2.7,8.0,18,2,6,2.3,1094.0
1053,7,15.6,0,1,46,2.5,4.0,18,2,6,2.04,979.0
1054,4,13.3,31,1,62,2.7,16.0,33,2,6,1.2,2254.0
1055,7,15.6,0,1,37,2.3,4.0,11,2,6,2.31,705.15
1056,7,15.6,0,1,46,2.5,4.0,11,2,0,1.96,499.0
1057,0,15.6,0,0,9,2.2,8.0,15,0,6,2.4,449.0
1058,4,13.3,13,1,62,2.7,12.0,18,2,6,1.6,1299.0
1059,11,15.6,8,1,58,2.6,16.0,24,3,6,2.94,1819.0
1060,7,15.6,8,1,62,2.7,8.0,18,2,6,2.04,1070.0
1061,2,17.3,15,1,58,2.6,16.0,15,3,0,4.0,998.0
1062,4,15.6,8,1,46,2.5,4.0,15,2,6,2.25,559.0
1063,4,15.6,8,1,62,2.7,16.0,22,0,6,2.32,989.99
1064,11,15.6,8,1,58,2.6,16.0,24,3,6,1.8,1929.0
1065,4,13.3,8,1,62,2.7,8.0,18,2,6,1.29,1458.0
1066,2,17.3,15,1,59,2.7,64.0,33,3,6,3.58,3975.0
1067,4,13.3,7,1,55,2.5,8.0,18,2,6,1.62,798.01
1068,4,15.6,6,1,58,2.6,16.0,24,3,6,3.21,1329.0
1069,1,12.0,22,1,26,1.1,8.0,13,2,7,0.92,1300.0
1070,4,15.6,0,1,37,2.3,4.0,11,2,6,2.06,481.98
1071,7,15.6,0,1,41,2.3,4.0,11,2,6,2.31,1199.0
1072,7,12.5,8,1,41,2.3,8.0,18,2,4,1.26,1199.0
1073,7,13.3,8,1,62,2.7,8.0,18,2,6,1.49,1090.0
1074,10,12.5,13,1,55,2.5,8.0,18,2,6,1.3,1713.49
1075,10,17.3,2,1,41,2.3,8.0,16,0,6,3.0,659.0
1076,10,15.6,15,1,43,2.3,4.0,15,3,6,2.3,977.0
1077,11,17.3,8,1,66,2.8,16.0,24,3,6,3.78,2499.0
1078,10,15.6,0,1,41,2.3,4.0,11,2,6,2.1,540.0
1079,7,15.6,8,1,41,2.3,4.0,11,2,4,2.31,940.0
1080,10,12.5,30,1,29,1.2,8.0,27,2,6,0.99,1399.0
1081,10,17.3,15,1,59,2.7,32.0,37,3,6,4.6,3240.0
1082,10,10.1,28,1,17,1.44,4.0,7,2,6,0.69,646.27
1083,7,13.3,12,1,62,2.7,16.0,27,2,6,1.3,2049.0
1084,4,15.6,8,1,46,2.5,8.0,18,2,6,2.18,750.0
1085,7,14.0,8,1,41,2.3,4.0,11,2,4,1.54,1030.99
1086,7,15.6,8,1,55,2.5,8.0,18,0,4,1.9,1495.0
1087,10,14.0,8,1,41,2.3,8.0,12,2,4,1.7,1199.0
1088,7,13.3,32,1,83,1.5,4.0,4,2,3,1.29,615.0
1089,0,15.6,0,0,9,2.2,4.0,11,0,6,2.4,387.0
1090,4,15.6,0,1,85,1.6,4.0,11,2,1,2.2,393.49
1091,7,15.6,0,1,36,2.0,4.0,15,2,0,1.86,345.99
1092,2,17.3,15,1,66,2.8,8.0,24,3,6,2.7,1599.0
1093,4,13.3,15,1,53,1.6,4.0,18,0,6,1.4,818.35
1094,7,12.5,0,1,41,2.3,4.0,10,2,4,2.4,1599.0
1095,0,15.6,8,1,46,2.5,8.0,24,3,6,2.4,799.0
1096,4,15.6,8,1,46,2.5,8.0,15,0,6,2.36,638.8
1097,11,17.3,8,1,58,2.6,8.0,18,3,6,2.6,1599.0
1098,7,15.6,0,1,86,1.6,4.0,15,2,6,1.96,500.0
1099,2,17.3,15,1,58,2.6,16.0,20,3,6,4.3,2299.0
1100,4,12.5,0,1,37,2.3,4.0,11,2,4,1.5,1135.15
1101,4,12.5,0,1,37,2.3,4.0,10,2,4,1.5,1166.97
1102,0,15.6,0,1,18,1.5,4.0,3,2,3,2.2,209.0
1103,7,17.3,15,1,58,2.6,8.0,15,0,4,3.0,2899.0
1104,10,15.6,8,1,66,2.8,16.0,27,3,6,2.4,1199.0
1105,4,12.5,0,1,41,2.3,8.0,18,2,4,1.5,1413.1
1106,11,17.3,8,1,58,2.6,8.0,20,3,6,2.9,1511.19
1107,10,15.6,13,1,41,2.3,4.0,18,2,6,2.1,867.0
1108,7,15.6,8,0,7,2.5,4.0,15,0,6,2.1,398.0
1109,2,15.6,15,1,58,2.6,16.0,20,3,6,2.59,1339.0
1110,7,13.3,31,1,28,1.1,8.0,18,2,6,1.16,1699.0
1111,4,15.6,0,1,41,2.3,4.0,11,0,4,2.24,769.15
1112,10,15.6,0,1,36,2.0,4.0,10,2,6,2.1,429.0
1113,7,13.3,8,1,55,2.5,8.0,27,2,6,1.16,1969.0
1114,10,10.1,28,1,17,1.44,4.0,7,2,2,0.69,549.0
1115,4,13.3,8,1,63,2.4,8.0,18,2,6,1.23,1379.0
1116,10,17.3,15,1,59,2.7,16.0,36,3,6,4.6,2749.99
1117,14,12.5,33,1,55,2.5,8.0,18,2,6,1.25,1029.0
1118,16,13.3,8,1,62,2.7,16.0,27,2,6,1.05,2226.0
1119,2,17.3,8,1,58,2.6,8.0,20,3,6,3.52,1312.49
1120,17,13.3,8,1,13,1.44,4.0,4,2,6,1.35,196.0
1121,7,13.3,8,1,41,2.3,8.0,18,2,6,1.16,1690.0
1122,7,14.0,8,1,41,2.3,8.0,18,2,4,1.43,1513.0
1123,4,15.6,0,1,41,2.3,4.0,11,2,1,2.09,523.63
1124,2,15.6,0,1,38,2.4,4.0,15,2,6,2.0,435.0
1125,10,14.0,13,1,55,2.5,8.0,18,2,6,1.8,1669.0
1126,10,10.1,28,1,17,1.44,4.0,7,2,6,0.69,479.0
1127,7,12.5,0,1,44,2.4,8.0,18,2,4,1.26,1895.0
1128,10,15.6,15,1,47,2.5,8.0,20,3,0,2.4,989.0
1129,7,17.3,15,1,43,2.3,8.0,20,3,6,3.35,1129.0
1130,7,15.6,0,1,62,2.7,8.0,22,2,6,2.04,629.0
1131,10,14.0,13,1,57,2.6,8.0,27,3,4,1.8,2050.38
1132,2,14.0,0,1,22,1.1,4.0,4,2,6,1.5,278.0
1133,7,15.6,8,1,62,2.7,8.0,18,2,6,1.84,752.0
1134,0,15.6,8,1,46,2.5,4.0,15,3,6,2.23,616.0
1135,10,15.6,8,1,55,2.5,16.0,28,0,6,2.5,1099.0
1136,7,17.3,15,1,58,2.6,8.0,18,3,4,3.0,3949.4
1137,4,15.6,0,1,46,2.5,8.0,15,0,6,2.5,784.0
1138,11,17.3,8,1,60,2.7,16.0,24,3,6,3.78,2399.0
1139,7,15.6,8,1,55,2.5,8.0,18,2,4,1.88,2171.72
1140,10,14.0,30,1,57,2.6,16.0,27,2,6,2.8,2440.0
1141,11,15.6,8,1,66,2.8,8.0,20,3,6,2.4,1142.8
1142,7,13.3,7,1,44,2.4,8.0,18,2,6,1.48,1629.0
1143,7,15.6,15,1,58,2.6,8.0,18,3,4,2.59,2229.0
1144,7,13.3,39,1,57,2.6,8.0,18,2,6,1.48,1799.0
1145,7,15.6,8,1,58,2.6,8.0,18,3,4,2.0,1899.0
1146,7,12.5,8,1,55,2.5,8.0,18,2,4,1.26,2296.95
1147,4,15.6,8,1,62,2.7,8.0,18,3,6,2.18,1009.9
1148,7,15.6,8,1,41,2.3,8.0,18,2,4,1.88,1579.0
1149,10,14.0,30,1,55,2.5,8.0,18,2,6,1.27,2339.0
1150,10,15.6,0,1,36,2.0,4.0,15,2,0,1.9,339.0
1151,7,15.6,0,0,74,1.8,4.0,11,0,6,1.86,297.0
1152,10,15.6,8,1,41,2.3,8.0,15,0,0,2.32,599.0
1153,4,15.6,8,1,66,2.8,8.0,15,3,6,2.62,1199.0
1154,4,15.6,26,1,43,2.3,8.0,18,3,6,2.04,2250.68
1155,7,15.6,8,0,8,2.5,4.0,18,0,6,1.91,478.89
1156,11,17.3,8,1,66,2.8,16.0,24,3,6,2.7,1492.8
1157,10,14.0,8,1,57,2.6,12.0,27,2,4,1.4,2299.0
1158,10,15.6,8,1,41,2.3,8.0,28,0,6,2.5,788.49
1159,7,13.3,39,1,57,2.6,8.0,27,2,6,1.48,2041.0
1160,10,14.0,8,1,57,2.6,8.0,18,2,4,1.7,1499.0
1161,11,14.0,8,1,58,2.6,16.0,24,3,6,1.7,1769.0
1162,7,15.6,15,1,66,2.8,8.0,15,3,6,2.62,899.0
1163,10,15.6,0,1,36,2.0,8.0,15,2,6,2.2,459.0
1164,7,15.6,0,1,41,2.3,4.0,11,2,0,2.1,476.99
1165,4,15.6,6,1,66,2.8,8.0,20,3,6,2.62,1498.0
1166,10,15.6,15,1,46,2.5,8.0,18,2,6,1.95,1390.0
1167,10,15.6,8,1,36,2.0,4.0,15,3,6,2.2,468.0
1168,7,14.0,0,1,21,1.6,2.0,4,2,6,1.44,249.0
1169,11,15.6,15,1,62,2.7,8.0,15,3,6,2.2,839.0
1170,7,15.6,8,1,55,2.5,8.0,18,2,6,1.96,679.0
1171,7,15.6,8,1,70,1.8,16.0,27,2,6,2.1,1159.0
1172,2,15.6,0,1,20,1.6,4.0,11,2,6,2.2,369.0
1173,10,15.6,0,1,41,2.3,4.0,11,2,0,2.1,398.0
1174,10,15.6,8,1,62,2.7,8.0,15,3,0,2.2,709.0
1175,2,14.0,8,1,38,2.4,4.0,18,2,6,2.0,769.0
1176,10,15.6,8,1,55,2.5,4.0,28,2,4,2.32,825.0
1177,10,15.6,15,1,58,2.6,16.0,27,3,6,3.31,1305.0
1178,11,15.6,8,1,58,2.6,16.0,20,3,6,1.91,2153.37
1179,7,15.6,0,1,37,2.3,4.0,11,2,6,2.07,650.0
1180,10,14.0,30,1,41,2.3,8.0,18,2,6,1.36,1637.0
1181,10,15.6,8,1,62,2.7,6.0,18,3,6,1.54,831.0
1182,4,15.6,8,1,62,2.7,8.0,18,3,1,1.98,895.01
1183,0,15.6,0,1,22,2.0,4.0,11,2,6,2.1,333.0
1184,7,15.6,15,1,58,2.6,6.0,15,3,6,2.18,799.0
1185,2,15.6,15,1,58,2.6,8.0,24,3,6,2.591,909.0
1186,4,15.6,7,1,62,2.7,16.0,27,2,6,2.09,1179.0
1187,0,15.6,8,1,46,2.5,4.0,18,3,6,2.23,691.0
1188,4,13.3,31,1,44,2.4,8.0,18,2,1,1.23,1099.0
1189,0,17.3,15,1,66,2.8,16.0,24,3,6,4.2,2599.0
1190,10,15.6,15,1,47,2.5,8.0,15,3,6,2.4,819.0
1191,15,12.3,29,2,72,2.0,4.0,4,1,3,1.15,659.0
1192,7,15.6,0,1,46,2.5,4.0,11,2,6,1.86,485.0
1193,1,12.0,22,1,26,1.1,8.0,13,2,7,0.92,1163.0
1194,4,13.3,13,1,46,2.5,8.0,18,2,6,1.6,1199.0
1195,7,15.6,15,1,66,2.8,12.0,20,3,6,2.21,1327.0
1196,10,15.6,0,1,36,2.0,4.0,15,0,0,1.9,368.0
1197,2,17.3,15,1,58,2.6,16.0,31,3,6,4.3,2150.0
1198,0,15.6,0,1,22,2.0,4.0,15,2,1,2.1,272.0
1199,11,17.3,8,1,66,2.8,16.0,24,3,6,2.43,2048.9
1200,4,15.6,0,1,36,2.0,4.0,10,0,6,2.3,499.0
1201,10,15.6,0,1,55,2.5,8.0,11,3,0,2.2,629.0
1202,4,15.6,7,1,70,1.8,16.0,27,2,6,2.0,1285.0
1203,4,13.3,31,1,62,2.7,16.0,27,2,6,1.2,2680.0
1204,2,15.6,8,1,58,2.6,8.0,15,3,6,2.2,1169.0
1205,4,15.6,8,1,46,2.5,8.0,18,0,6,2.36,889.0
1206,7,15.6,0,1,46,2.5,8.0,18,2,6,1.91,579.0
1207,10,15.6,0,0,75,2.2,4.0,11,0,6,2.2,299.0
1208,0,17.3,2,1,36,2.0,8.0,15,3,6,3.3,629.0
1209,2,15.6,8,1,66,2.8,16.0,24,3,6,2.2,2449.0
1210,1,12.0,22,1,26,1.2,8.0,26,2,7,0.92,1279.0
1211,2,15.6,8,1,66,2.8,16.0,20,3,6,2.2,1749.0
1212,11,17.3,15,1,58,2.6,16.0,24,3,6,2.43,1948.99
1213,4,15.6,13,1,46,2.5,8.0,18,2,6,2.191,999.0
1214,2,17.3,8,1,66,2.8,16.0,24,3,6,2.9,1949.0
1215,0,11.6,0,1,18,1.5,2.0,6,2,3,1.3,174.0
1216,0,17.3,2,1,36,2.0,4.0,15,3,6,3.3,598.0
1217,10,17.3,2,1,46,2.5,8.0,15,2,0,2.8,539.0
1218,10,15.6,15,1,58,2.6,8.0,20,3,6,2.6,1272.0
1219,0,14.0,13,1,69,1.3,8.0,18,2,6,1.2,1149.0
1220,10,15.6,15,1,57,2.6,8.0,18,2,6,2.3,1529.0
1221,11,15.6,8,1,58,2.6,8.0,20,3,6,2.2,1476.11
1222,7,15.6,8,0,4,2.7,6.0,15,0,6,2.1,529.0
1223,4,12.5,7,1,44,2.4,8.0,18,2,4,1.26,1713.37
1224,4,15.0,7,1,38,2.4,4.0,11,2,6,2.08,509.0
1225,2,15.6,0,1,86,1.6,4.0,15,2,6,2.65,309.0
1226,4,13.3,31,1,62,2.7,8.0,18,2,6,1.29,1477.0
1227,4,15.6,0,1,46,2.5,4.0,15,2,1,2.18,521.86
1228,10,15.6,13,1,58,2.6,16.0,20,3,6,2.6,1029.0
1229,11,15.6,8,1,66,2.8,8.0,20,3,6,2.2,1149.0
1230,10,12.5,13,1,55,2.5,16.0,27,2,6,1.3,1650.0
1231,14,14.0,8,1,66,2.8,16.0,33,3,6,1.95,3499.0
1232,4,15.6,36,1,38,2.4,8.0,15,2,6,2.3,469.01
1233,11,17.3,8,1,66,2.8,16.0,24,3,6,2.7,1598.0
1234,1,11.6,0,1,40,1.6,4.0,13,2,7,1.08,959.0
1235,7,15.6,8,1,36,2.0,4.0,15,2,6,2.1,478.0
1236,7,14.0,4,1,55,2.5,8.0,18,2,4,1.54,2198.19
1237,4,15.6,0,1,41,2.3,4.0,11,2,4,2.24,737.0
1238,11,15.6,8,1,58,2.6,8.0,20,3,6,2.3,1169.0
1239,10,13.3,15,1,62,2.7,16.0,27,2,6,1.4,1499.0
1240,10,15.6,8,0,4,3.6,6.0,18,0,6,2.2,597.57
1241,2,13.3,8,1,55,2.5,8.0,18,2,6,1.45,1280.0
1242,0,15.6,0,1,36,2.0,4.0,11,2,1,2.4,361.8
1243,4,17.3,7,1,62,2.7,16.0,27,3,6,2.77,1799.0
1244,7,14.0,8,1,41,2.3,4.0,18,2,4,1.54,1099.99
1245,2,15.6,15,1,66,2.8,16.0,24,3,6,2.5,1600.0
1246,4,14.0,0,1,46,2.5,4.0,11,2,6,1.6,875.0
1247,2,15.6,15,1,58,2.6,16.0,24,3,6,2.34,2325.0
1248,10,15.6,15,1,46,2.5,8.0,18,2,0,2.3,573.0
1249,4,13.3,31,1,51,1.2,8.0,18,2,6,1.24,1813.0
1250,4,15.6,0,1,86,1.6,4.0,11,2,1,2.2,324.0
1251,7,15.6,0,0,7,2.5,4.0,11,0,6,1.86,399.0
1252,10,15.6,8,1,37,2.3,6.0,10,3,6,2.4,569.0
1253,10,14.0,15,1,41,2.3,8.0,18,2,6,1.9,1072.0
1254,4,15.6,0,1,85,1.6,4.0,11,2,6,2.2,443.99
1255,2,15.6,0,1,22,1.1,4.0,15,2,6,2.0,339.0
1256,2,17.3,15,1,58,2.6,16.0,20,3,6,4.0,1900.0
1257,4,15.6,0,1,36,2.0,4.0,11,2,6,2.29,490.0
1258,10,15.6,8,1,55,2.5,8.0,28,0,4,2.32,895.0
1259,11,15.6,8,1,58,2.6,8.0,20,3,6,2.4,1229.0
1260,10,14.0,7,1,41,2.3,4.0,10,2,6,1.8,833.01
1261,2,13.3,15,1,27,0.9,8.0,27,2,6,1.2,729.0
1262,4,15.6,0,1,38,2.4,6.0,15,2,6,2.3,459.0
1263,0,15.6,0,1,21,1.6,4.0,11,2,1,2.4,289.0
1264,4,15.6,0,1,20,1.6,2.0,11,2,6,2.2,379.0
1265,10,15.6,15,1,58,2.6,8.0,15,3,6,2.6,899.0
1266,7,15.6,8,0,10,2.9,6.0,28,0,6,2.04,549.99
1267,4,15.6,0,1,62,2.7,8.0,15,0,1,2.3,805.99
1268,7,11.6,0,1,21,1.6,2.0,4,2,6,1.17,209.0
1269,2,15.6,0,1,55,2.5,4.0,11,3,6,2.2,720.32
1270,10,14.0,13,1,55,2.5,4.0,10,2,6,1.8,638.0
1271,10,13.3,19,1,55,2.5,16.0,27,2,6,1.3,1499.0
1272,10,14.0,0,1,20,1.6,2.0,7,2,6,1.5,229.0
1273,7,15.6,0,1,55,2.5,6.0,15,0,6,2.19,764.0
1274,2,15.6,0,1,20,1.6,4.0,11,2,6,2.2,369.0
1275,2,13.3,15,1,27,0.9,8.0,27,2,6,1.2,729.0
1276,4,15.6,0,1,38,2.4,6.0,15,2,6,2.3,459.0
1277,0,15.6,0,1,21,1.6,4.0,11,2,1,2.4,289.0
1278,4,15.6,0,1,20,1.6,2.0,11,2,6,2.2,379.0
1279,10,15.6,15,1,58,2.6,8.0,15,3,6,2.6,899.0
1280,7,15.6,8,0,10,2.9,6.0,28,0,6,2.04,549.99
1281,4,15.6,0,1,62,2.7,8.0,15,0,1,2.3,805.99
1282,7,11.6,0,1,21,1.6,2.0,4,2,6,1.17,209.0
1283,2,15.6,0,1,55,2.5,4.0,11,3,6,2.2,720.32
1284,10,14.0,13,1,55,2.5,4.0,10,2,6,1.8,638.0
1285,10,13.3,19,1,55,2.5,16.0,27,2,6,1.3,1499.0
1286,10,14.0,0,1,20,1.6,2.0,7,2,6,1.5,229.0
1287,7,15.6,0,1,55,2.5,6.0,15,0,6,2.19,764.0
1288,2,15.6,0,1,20,1.6,4.0,11,2,6,2.2,369.0
1289,2,13.3,15,1,27,0.9,8.0,27,2,6,1.2,729.0
1290,4,15.6,0,1,38,2.4,6.0,15,2,6,2.3,459.0
1291,0,15.6,0,1,21,1.6,4.0,11,2,1,2.4,289.0
1292,4,15.6,0,1,20,1.6,2.0,11,2,6,2.2,379.0
1293,10,15.6,15,1,58,2.6,8.0,15,3,6,2.6,899.0
1294,7,15.6,8,0,10,2.9,6.0,28,0,6,2.04,549.99
1295,4,15.6,0,1,62,2.7,8.0,15,0,1,2.3,805.99
1296,7,11.6,0,1,21,1.6,2.0,4,2,6,1.17,209.0
1297,2,15.6,0,1,55,2.5,4.0,11,3,6,2.2,720.32
1298,10,14.0,13,1,55,2.5,4.0,10,2,6,1.8,638.0
1299,10,13.3,19,1,55,2.5,16.0,27,2,6,1.3,1499.0
1300,10,14.0,0,1,20,1.6,2.0,7,2,6,1.5,229.0
1301,7,15.6,0,1,55,2.5,6.0,15,0,6,2.19,764.0
1302,2,15.6,0,1,20,1.6,4.0,11,2,6,2.2,369.0
